raw_csv_parameter_name,shape,direction,effect_range_yield_pct,shape_fold_consistency,direction_fold_consistency,evidence_label,reason,observed_x_min,observed_x_max
OHMIC_ET_Rc_an_ct2,inverted_U,n/a,2.559,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.106984,0.283056
TOPSIN_ET_CapPARCAP_0,complex_nonmonotonic,n/a,2.5197,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.130123,0.287422
TOPSIN_ET_RGAN2,complex_nonmonotonic,n/a,2.5029,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,9.64657,19.848929
MEASURE_ET_DC_Big_Gm_m0p2,complex_nonmonotonic,n/a,2.4723,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,380.647654,632.164037
MEASURE_ET_DC_PIV_Ids1_QP1,complex_nonmonotonic,n/a,2.4569,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,47.232223,60.245016
MEASURE_ET_DC_SMALL_Vbgs_0p01,complex_nonmonotonic,n/a,2.4166,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,15.115862,37.050288
TOPSIN_ET_Load_Pull_P.A.E_Last,U_shape,n/a,2.403,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,50.900724,64.657804
FIC_ET_DC_PIV_Gate_Lag_1,complex_nonmonotonic,n/a,2.3881,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.49541,9.318613
SIN_ET_DC_RF_Vbgd_0p01,complex_nonmonotonic,n/a,2.3789,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,18.452379,38.734668
MEASURE_ET_DC_RF_Vbgs_0p01,complex_nonmonotonic,n/a,2.3571,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,16.905534,41.625192
THIN_ET_Rc_f_tn_23,complex_nonmonotonic,n/a,2.3547,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.10699,0.308941
FIC_ET_DC_RF_Vbgs1,complex_nonmonotonic,n/a,2.3524,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,19.454607,36.401978
MEASURE_ET_DC_Big_Vg_gm_max,U_shape,n/a,2.3496,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,395.475465,652.407837
MEASURE_ET_DC_RF_Vbgd1,complex_nonmonotonic,n/a,2.3492,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,15.623659,36.772598
TOPSIN_ET_DC_PIV_Gate_Lag_0,complex_nonmonotonic,n/a,2.3244,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.672017,8.742279
MEASURE_ET_Rc_f_hr_23,complex_nonmonotonic,n/a,2.3235,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.085083,0.29822
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_FPSD3p2,threshold,positive,2.3063,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,33.337106,44.334723
MEASURE_ET_DC_RF_Max_S11_Ph_L2180,complex_nonmonotonic,n/a,2.303,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-17.745188,-8.059217
FIC_ET_DC_RF_n_gd,inverted_U,n/a,2.2967,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,37.170816,48.010478
MEASURE_ET_CapPARCAP_0,complex_nonmonotonic,n/a,2.2891,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.128175,0.311159
MEASURE_ET_DC_PIV_Idss_QP1,complex_nonmonotonic,n/a,2.2694,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,262.924285,463.378175
CATHODE_ET_Rcat_cn_2,complex_nonmonotonic,n/a,2.2567,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.086346,0.280602
MEASURE_ET_DC_SEC_S_Vg_at_I2_pos,complex_nonmonotonic,n/a,2.2522,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,42.002019,55.072903
CATHODE_ET_Rcat_cn_3,complex_nonmonotonic,n/a,2.2498,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.083127,0.282216
THIN_ET_Rc_OG142,complex_nonmonotonic,n/a,2.2412,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.08216,0.304523
MEASURE_ET_DC_Big_S22dB_10GHz,complex_nonmonotonic,n/a,2.2252,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-18.127726,-7.02525
THIN_ET_Vbpin,complex_nonmonotonic,n/a,2.2138,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,19.245597,37.567462
THIN_ET_R_400_VER,inverted_U,n/a,2.1849,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,53.228009,67.189054
THIN_ET_OHMC,U_shape,n/a,2.171,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,27.446131,40.787628
MEASURE_ET_DC_SEC_Vboff_2_1,complex_nonmonotonic,n/a,2.1683,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,8.600438,18.05811
TOPSIN_ET_C100Cap1pf,complex_nonmonotonic,n/a,2.1682,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.528879,1.065059
MEASURE_ET_DC_SMALL_Ids_m0p2,complex_nonmonotonic,n/a,2.1654,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-2.311614,6.94867
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3_FPSD3p2,complex_nonmonotonic,n/a,2.1552,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,29.108724,40.598117
TOPSIN_ET_DC_RF_Vbgs1,U_shape,n/a,2.1352,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,16.668132,37.311741
MEASURE_ET_DC_RF_S21ang_10GHz,complex_nonmonotonic,n/a,2.1252,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,12.4952,18.340512
MEASURE_ET_C300pf_0,complex_nonmonotonic,n/a,2.1226,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.530408,1.143003
ANODE_ET_Rc_an_ct2_OW_CR,complex_nonmonotonic,n/a,2.1045,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.109653,0.308476
MEASURE_ET_RF_Modeling_Fmax_ext,U_shape,n/a,2.0971,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,26.334183,38.037377
TOPSIN_ET_R_f_hr_3,complex_nonmonotonic,n/a,2.0963,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,2.17998,10.545022
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg,complex_nonmonotonic,n/a,2.0962,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,86.750387,104.346761
MEASURE_ET_HIRS,complex_nonmonotonic,n/a,2.0932,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-1.24147,9.726421
TOPSIN_ET_sh_GA142_GN,complex_nonmonotonic,n/a,2.0928,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,27.538904,38.540706
MEASURE_ET_DC_SMALL_Vbgd_0p01,complex_nonmonotonic,n/a,2.0812,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,19.509683,38.453799
MEASURE_ET_LT_SEC_Vd_Id_min_Vd7,U_shape,n/a,2.0796,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,4.846022,14.643793
FIC_ET_DC_RF_Vbgs_0p1,complex_nonmonotonic,n/a,2.0768,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,19.822606,36.211053
THIN_ET_C100,complex_nonmonotonic,n/a,2.0735,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.484671,1.15914
MEASURE_ET_DC_RF_Min_S21_Freq_L1002,complex_nonmonotonic,n/a,2.0691,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,11.972689,17.940188
SIN_GATE_ET_Probe_Number,U_shape,n/a,2.0545,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.971127,5.138378
MEASURE_ET_sh_GA142,U_shape,n/a,2.0544,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,79.129082,95.022022
TOPSIN_ET_Gate_res,complex_nonmonotonic,n/a,2.0446,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,13.915578,25.183168
MEASURE_ET_DC_SEC_Vgs_back_0p5V,complex_nonmonotonic,n/a,2.0399,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-1.360958,6.208898
MEASURE_ET_Rc_OG142_GN,inverted_U,n/a,2.0374,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.11179,0.304777
MEASURE_ET_Rc_cat_ct2,complex_nonmonotonic,n/a,2.0276,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.123931,0.311809
THIN_ET_Rcat_cn_1_OW_ST,complex_nonmonotonic,n/a,2.023,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.105765,0.30588
MEASURE_ET_C_CAT_2,complex_nonmonotonic,n/a,2.0165,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-3.694972,6.012087
THIN_ET_Cap_C300,complex_nonmonotonic,n/a,2.0153,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.511671,1.07984
MEASURE_ET_DC_RF_Vbin_gs,complex_nonmonotonic,n/a,2.0152,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,17.63385,39.669348
TOPSIN_ET_DC_SMALL_Vds_max_0p1,complex_nonmonotonic,n/a,2.0151,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,44.22994,58.878323
MEASURE_ET_RF_Modeling_Ld,complex_nonmonotonic,n/a,2.0132,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,26.353941,38.235785
THIN_ET_Rcat_cn_1,complex_nonmonotonic,n/a,2.0126,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.113503,0.291486
TOPSIN_ET_Ids_m2,complex_nonmonotonic,n/a,2.0115,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,38.633823,51.107492
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos_SD3p5,complex_nonmonotonic,n/a,2.0085,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,3.858864,14.459413
FIC_ET_Vp_1,complex_nonmonotonic,n/a,2.004,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-1.43017,-0.768237
MEASURE_ET_Rc_cat_ct2_OW_ST,inverted_U,n/a,1.9982,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.102535,0.307196
FIC_ET_Gate_res,complex_nonmonotonic,n/a,1.9973,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-2.416888,8.300076
MEASURE_ET_DC_RF_S12ang_26GHz,complex_nonmonotonic,n/a,1.9832,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-32.099692,-18.409871
MEASURE_ET_OHMC_GN,complex_nonmonotonic,n/a,1.9798,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,56.294216,68.272307
MEASURE_ET_DC_RF_S11dB_26GHz_W,complex_nonmonotonic,n/a,1.9715,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-17.432054,-7.708111
MEASURE_ET_DC_SMALL_Vbgs_0p1,complex_nonmonotonic,n/a,1.9713,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,18.007968,37.531113
THIN_ET_Vbpin_D60,complex_nonmonotonic,n/a,1.9602,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,17.412581,37.825024
TOPSIN_ET_Load_Pull_Gain_comp_Last,complex_nonmonotonic,n/a,1.9542,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.163623,17.545535
MEASURE_ET_USV_Cappf,complex_nonmonotonic,n/a,1.9503,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.505066,1.114527
MEASURE_ET_DC_Big_Vg_optt2,complex_nonmonotonic,n/a,1.9498,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,3.086804,13.374761
MEASURE_ET_DC_Stress_Ig_max_after,U_shape,n/a,1.947,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,8.64294,18.031152
TOPSIN_ET_C300pf_0,inverted_U,n/a,1.9435,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.482951,1.107445
MEASURE_ET_C300pf,complex_nonmonotonic,n/a,1.9326,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.422306,1.182839
SIN_ET_DC_RF_Gm_max,complex_nonmonotonic,n/a,1.9277,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,386.249176,676.64591
MEASURE_ET_RGAN1,complex_nonmonotonic,n/a,1.9257,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,31.8114,46.37901
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg_FPSD3p2,U_shape,n/a,1.9252,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-0.648999,8.379234
FMESA_ET_Vbkd,complex_nonmonotonic,n/a,1.9218,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,23.681936,35.552464
MEASURE_ET_DC_Big_Gm_max,complex_nonmonotonic,n/a,1.9205,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,416.523047,667.80284
MEASURE_ET_DC_RF_Ft_W,complex_nonmonotonic,n/a,1.9175,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,76.271864,91.774295
CATHODE_ET_C_CAT_2,complex_nonmonotonic,n/a,1.9167,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,53.208317,67.500708
MEASURE_ET_CapPARCAP,complex_nonmonotonic,n/a,1.9165,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.114504,0.311116
FIC_ET_DC_PIV_Ids1_QP3,complex_nonmonotonic,n/a,1.913,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,13.2939,25.323112
ANODE_ET_C_AN_2,U_shape,n/a,1.9118,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,34.30027,45.893073
THIN_ET_Rc_f_hr_23,complex_nonmonotonic,n/a,1.9059,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.090099,0.28844
THIN_ET_TF_AB_1,complex_nonmonotonic,n/a,1.8983,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-0.88935,10.8747
MEASURE_ET_DC_RF_S12ang_10GHz,complex_nonmonotonic,n/a,1.8963,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-31.467649,-18.874145
MEASURE_ET_C300,complex_nonmonotonic,n/a,1.8961,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.52178,1.064227
MEASURE_ET_DC_RF_n_gd,inverted_U,n/a,1.8863,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,38.792028,51.187601
MEASURE_ET_DC_RF_Max_S11_Mag_L1018,complex_nonmonotonic,n/a,1.885,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.21698,17.579331
CATHODE_ET_Rcat_cn_2_OW_ST,complex_nonmonotonic,n/a,1.8822,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.112724,0.292477
MEASURE_ET_RGAN2,complex_nonmonotonic,n/a,1.8794,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,4.498861,13.841067
MEASURE_ET_Vbpin_D60,complex_nonmonotonic,n/a,1.8785,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,16.32675,37.720632
MEASURE_ET_DC_SMALL_Vbin_gd,complex_nonmonotonic,n/a,1.8782,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,18.006686,34.632869
MEASURE_ET_Rcat_cn_1_OW_ST,complex_nonmonotonic,n/a,1.8756,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.116501,0.29026
MEASURE_ET_DC_Big_Vg_max_Vd_0p1mA,complex_nonmonotonic,n/a,1.8625,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,1.158841,12.428475
SIN_ET_DC_RF_Gm_0,complex_nonmonotonic,n/a,1.859,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,397.278694,649.3992
MEASURE_ET_DC_Stress_Vp_before,complex_nonmonotonic,n/a,1.8411,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-1.466015,-0.680344
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_FPSD3p2,complex_nonmonotonic,n/a,1.8402,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.439856,24.232328
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_SD3p5,complex_nonmonotonic,n/a,1.8356,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,5.190078,16.674062
MEASURE_ET_DC_Stress_Idss_before,U_shape,n/a,1.825,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,244.467934,468.027765
MEASURE_ET_DC_RF_CF_S11_Mag_L2180,U_shape,n/a,1.8238,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,12.07102,17.835472
TOPSIN_ET_DC_SMALL_Id_gm_max,complex_nonmonotonic,n/a,1.8237,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,391.181793,667.898435
TOPSIN_ET_Cap2pf_0,complex_nonmonotonic,n/a,1.8214,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.520792,1.091223
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,complex_nonmonotonic,n/a,1.8208,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,6.931106,17.015341
THIN_ET_C_AN_2_OW_CR,complex_nonmonotonic,n/a,1.8194,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,6.892467,18.761821
MaskSetSupplyChipsCount,complex_nonmonotonic,n/a,1.817,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,1190.0,1646.0
MEASURE_ET_Gm_m2,complex_nonmonotonic,n/a,1.8107,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,378.984135,653.623507
TOPSIN_ET_Cap3pf,complex_nonmonotonic,n/a,1.8028,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.466266,1.193658
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,inverted_U,n/a,1.8006,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.133633,0.170407
MEASURE_ET_Load_Pull_GL_set,complex_nonmonotonic,n/a,1.7966,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-2.366635,7.682309
TOPSIN_ET_R_f_hr_2,complex_nonmonotonic,n/a,1.7935,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,18.790995,30.866399
TOPSIN_ET_R314,inverted_U,n/a,1.7889,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,58.382246,71.825239
SIN_ET_DC_PIV_Imax_QP3,complex_nonmonotonic,n/a,1.7885,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,500.393072,850.801475
MEASURE_ET_DC_RF_Imax,complex_nonmonotonic,n/a,1.7819,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,505.447335,841.464817
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,complex_nonmonotonic,n/a,1.7747,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,3.617154,14.283742
VIA_Etch_Via_etch_end_point_time,U_shape,n/a,1.7613,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,103.886147,145.338216
FIN_Etch_Hard_Bias,complex_nonmonotonic,n/a,1.7583,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,135.758368,184.991833
THIN_ET_R_f_tn_1,complex_nonmonotonic,n/a,1.7571,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,7.87276,19.192266
MEASURE_ET_RF_Modeling_MAG_19G_After,complex_nonmonotonic,n/a,1.7558,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,11.609016,17.399545
MEASURE_ET_DC_RF_Max_S11_Freq_L1002,complex_nonmonotonic,n/a,1.747,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-18.165871,-7.060886
MEASURE_ET_DC_RD_K,complex_nonmonotonic,n/a,1.7345,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,16.821309,26.051885
MEASURE_ET_DC_SMALL_Vds_max_0p1,U_shape,n/a,1.7318,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,90.509388,106.450719
TOPSIN_ET_DC_SMALL_Vbgd1,U_shape,n/a,1.7313,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,18.304227,36.668845
THIN_ET_Rcat_cn_2,complex_nonmonotonic,n/a,1.7254,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.118315,0.290134
MEASURE_ET_RF_Modeling_S11dB_10GHz,complex_nonmonotonic,n/a,1.7212,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-17.193396,-6.611574
MEASURE_ET_DC_RF_MAG_26GHz,complex_nonmonotonic,n/a,1.7185,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.557136,17.867411
MEASURE_ET_DC_Big_S21dB_10GHz,complex_nonmonotonic,n/a,1.7182,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.260911,17.891343
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos_FPSD3p2,U_shape,n/a,1.7181,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,49.476406,61.580212
MEASURE_ET_DC_RF_Vbin_gd,complex_nonmonotonic,n/a,1.7095,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,19.08304,37.96561
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm,complex_nonmonotonic,n/a,1.7082,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,25.054431,35.690673
FP2_Height2_FP2_Height2,U_shape,n/a,1.7081,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,29.487145,38.400517
MEASURE_ET_RF_Modeling_Delta_S21_25G,complex_nonmonotonic,n/a,1.7038,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.49978,18.344908
TOPSIN_ET_Load_Pull_Id_ini,U_shape,n/a,1.7035,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,15.598711,28.281413
THIN_ET_C20,inverted_U,n/a,1.6872,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,43.103426,55.828228
CATHODE_ET_Rc_cat_ct2_OW_ST,complex_nonmonotonic,n/a,1.6871,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.117512,0.289939
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first,complex_nonmonotonic,n/a,1.6853,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-1.381757,-0.769195
MEASURE_ET_DC_RF_Max_S11_Ph_L1002,complex_nonmonotonic,n/a,1.6814,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-17.310365,-6.694166
ANODE_ET_Rsh_an_ct2_OW_CR,inverted_U,n/a,1.6784,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,101.185933,135.723014
SIN_GATE_ET_RGAN1,complex_nonmonotonic,n/a,1.673,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,31.90162,42.330232
THIN_ET_TF_AB_3,complex_nonmonotonic,n/a,1.6727,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,60.940349,75.783527
MEASURE_ET_RF_Modeling_Gm_max_W,complex_nonmonotonic,n/a,1.6716,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,391.881332,658.29349
MEASURE_ET_DC_RF_Vbgd_0p01,inverted_U,n/a,1.6695,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,18.311412,37.70136
