raw_csv_parameter_name,relationship_class,direction,turning_point_1,turning_point_2,beneficial_range,harmful_range,effect_size_yield_pct,shape_fold_consistency,n_fold_curves_used,linear_cv_rmse,spline_cv_rmse,rmse_improvement_pct,linear_cv_r2,spline_cv_r2,folds_spline_better,nonlinear_advantage,evidence_label,reason,n_train_rows_used
FIN_CD2_CD_etch_FIN,SATURATION,positive,0.957716,,0.9611 to 0.9996,1.002 to 1.04,0.7168,4/5,5,2.2556,2.2362,0.859,-0.0031,0.0147,5/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0147).,1200
MEASURE_ET_Ran_con_3_OW_CR,SATURATION,negative,77.450623,,81.64 to 85.03,77.56 to 81.41,0.7145,5/5,5,2.2516,2.2467,0.217,0.0005,0.0046,4/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0046).,1200
THIN_ET_R214,THRESHOLD,positive,92.625297,,93.29 to 99.4,89.04 to 93.02,0.6877,5/5,5,2.2473,2.248,-0.03,0.0051,0.0046,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0046).,1200
MEASURE_ET_lkg_C20,THRESHOLD,negative,0.281173,,0.02023 to 0.2072,0.215 to 0.3162,10.1715,3/5,5,2.0499,1.9469,5.026,0.1652,0.238,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.2380) -- majority but not unanimous.,1200
MEASURE_ET_lkg_SY8_80,COMPLEX_NONLINEAR,n/a,0.056411,0.130135,0.02324 to 0.2149,0.2223 to 0.3108,7.3043,3/5,5,2.0417,1.9251,5.711,0.1694,0.2578,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.2578) -- majority but not unanimous.,1200
THIN_ET_lkg_100_at20V,MONOTONIC_NEGATIVE,negative,,,0.02438 to 0.1632,0.1705 to 0.3093,7.1435,3/5,5,1.9965,1.894,5.132,0.1938,0.2744,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.2744) -- majority but not unanimous.,1200
THIN_ET_lkg_C200,SATURATION,negative,0.266584,,0.02318 to 0.1516,0.1584 to 0.2869,6.0975,3/5,5,1.9626,1.925,1.914,0.2297,0.2564,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.2564) -- majority but not unanimous.,1200
THIN_ET_DC_RF_Vbgd_0p1,SATURATION,positive,21.066034,,22.92 to 34.45,19.95 to 22.55,5.6033,3/5,5,2.1786,2.0735,4.824,0.0601,0.1387,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.1387) -- majority but not unanimous.,1200
TOPSIN_ET_DC_PIV_Drain_Lag_0,INVERTED_U,n/a,4.262251,,2.126 to 7.748,7.973 to 10.9,4.5431,3/5,5,2.0796,2.01,3.349,0.1488,0.2038,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.2038) -- majority but not unanimous.,1200
MEASURE_ET_DC_SEC_X_Ids_max_FPSD3p2,THRESHOLD,positive,63.761774,,57.96 to 64.38,54.75 to 57.71,4.4403,3/5,5,2.1929,2.1157,3.522,0.0464,0.1053,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.1053) -- majority but not unanimous.,1200
MEASURE_ET_DC_SMALL_Vbgs1,SATURATION,positive,21.614652,,25.83 to 34.26,19.97 to 25.46,4.3966,3/5,5,2.1603,2.1493,0.511,0.0737,0.0752,2/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0752) -- majority but not unanimous.,1200
MEASURE_ET_DC_SMALL_Vbin_gd,THRESHOLD,positive,31.221258,,26.26 to 32.34,20.5 to 22.42,4.0236,3/5,5,2.2018,2.1517,2.278,0.0429,0.0801,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0801) -- majority but not unanimous.,1200
MEASURE_ET_DC_SMALL_Vbgs_0p1,SATURATION,positive,22.254526,,26.91 to 34.79,20.82 to 26.55,3.9971,3/5,5,2.1769,2.1433,1.539,0.0627,0.0866,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0866) -- majority but not unanimous.,1200
THIN_ET_C20_0,PROCESS_WINDOW,n/a,7.261218,,10.92 to 13.1,8.349 to 10.72,3.8532,3/5,5,2.2616,2.1066,6.853,-0.0107,0.1105,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.1105) -- majority but not unanimous.,1200
TOPSIN_ET_C100C175pf,PROCESS_WINDOW,n/a,0.678722,,0.5633 to 0.7091,0.7212 to 0.8305,3.8083,3/5,5,2.2576,2.0976,7.088,-0.0021,0.1182,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.1182) -- majority but not unanimous.,1200
MEASURE_ET_DC_Big_Vg_optt2,U_SHAPED,n/a,8.527599,,10.77 to 12.66,3.921 to 10.54,3.7894,3/5,5,2.2345,2.182,2.348,0.0136,0.0598,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0598) -- majority but not unanimous.,1200
TOPSIN_ET_Cap3pf,COMPLEX_NONLINEAR,n/a,0.66873,0.830423,0.5506 to 0.7247,0.9361 to 1.036,3.7501,3/5,5,2.2494,2.032,9.668,0.0056,0.1715,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.1715) -- majority but not unanimous.,1200
FIC_ET_C200S1,PROCESS_WINDOW,n/a,0.706818,,0.8074 to 0.9238,0.9344 to 1.009,3.7437,3/5,5,2.239,2.1429,4.291,0.0133,0.0925,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0925) -- majority but not unanimous.,1200
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg,MONOTONIC_POSITIVE,positive,,,51.06 to 54.44,45.66 to 50.83,3.5711,3/5,5,2.1514,2.1437,0.355,0.0897,0.0954,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0954) -- majority but not unanimous.,1200
CATHODE_ET_Rcat_cn_1_OW_ST,PROCESS_WINDOW,n/a,0.239786,,0.1251 to 0.1774,0.2539 to 0.282,3.5699,3/5,5,2.2275,2.0871,6.302,0.0216,0.1475,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.1475) -- majority but not unanimous.,1200
MEASURE_ET_DC_SEC_S_Ids_max_norm,COMPLEX_NONLINEAR,n/a,7.611116,9.918077,7.739 to 11.07,5.689 to 7.483,3.4309,3/5,5,2.2717,2.2225,2.165,-0.0191,0.0214,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0214) -- majority but not unanimous.,1200
TOPSIN_ET_DC_RF_Vbin_gd,SATURATION,positive,23.554469,,25.3 to 36.16,21.03 to 24.91,3.4044,3/5,5,2.1473,2.1086,1.802,0.0922,0.1208,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.1208) -- majority but not unanimous.,1200
MEASURE_ET_DC_RF_Vbgd1,MONOTONIC_POSITIVE,positive,,,27.89 to 34.21,20.51 to 27.54,3.3491,3/5,5,2.1582,2.166,-0.361,0.0818,0.073,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0730) -- majority but not unanimous.,1200
MEASURE_ET_C300M1B,COMPLEX_NONLINEAR,n/a,0.632885,0.765563,0.5907 to 0.6872,0.8681 to 1.037,3.3467,3/5,5,2.2584,2.168,4.001,-0.0045,0.0687,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0687) -- majority but not unanimous.,1200
MEASURE_ET_lkg_CapFICM1,U_SHAPED,n/a,0.221315,,0.02522 to 0.1345,0.1409 to 0.2631,3.2453,3/5,5,1.9494,1.8935,2.863,0.2291,0.2761,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.2761) -- majority but not unanimous.,1200
MEASURE_ET_DC_PIV_Gate_Lag_Idss,THRESHOLD,positive,441.908953,,391.6 to 448.5,278 to 387.3,3.1781,3/5,5,2.2296,2.2018,1.249,0.0198,0.044,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0440) -- majority but not unanimous.,1200
FIC_ET_G_per_25,SATURATION,positive,61.594022,,57.89 to 61.95,52.64 to 57.66,3.1567,3/5,5,2.141,2.1373,0.174,0.0983,0.1014,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.1014) -- majority but not unanimous.,1200
MEASURE_ET_DC_RF_Vbgd_0p1,COMPLEX_NONLINEAR,n/a,23.430573,31.019607,25.14 to 35,20.21 to 24.76,3.1351,3/5,5,2.2161,2.1637,2.364,0.0309,0.0741,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0741) -- majority but not unanimous.,1200
FIC_ET_DC_RF_Vbgd_0p1,SATURATION,positive,34.237012,,27.4 to 35.16,20.75 to 27.03,3.0626,3/5,5,2.1978,2.2012,-0.158,0.0455,0.0401,2/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0401) -- majority but not unanimous.,1200
CATHODE_ET_Probe_Number,COMPLEX_NONLINEAR,n/a,2.922466,3.969825,1.823 to 3.08,3.184 to 4.232,3.062,3/5,5,2.2478,2.2158,1.422,0.0036,0.03,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0300) -- majority but not unanimous.,1200
MEASURE_ET_DC_Stress_Idss_after,COMPLEX_NONLINEAR,n/a,387.073567,435.03256,394.3 to 447,331.9 to 389.5,3.0564,3/5,5,2.2434,2.1807,2.793,0.0074,0.0629,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0629) -- majority but not unanimous.,1200
MEASURE_ET_DC_PIV_Drain_Lag_1,THRESHOLD,negative,10.213947,,1.949 to 6.577,6.798 to 10.54,3.0238,3/5,5,2.1422,2.0942,2.241,0.0948,0.1345,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.1345) -- majority but not unanimous.,1200
CATHODE_ET_Rc_cat_ct2,THRESHOLD,negative,0.241542,,0.1342 to 0.2262,0.23 to 0.2837,2.9999,3/5,5,2.2035,2.1935,0.452,0.043,0.0526,4/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0526) -- majority but not unanimous.,1200
TOPSIN_ET_DC_RF_Vbgs_0p01,SATURATION,positive,20.501942,,27.37 to 36.52,20.29 to 26.95,2.9894,3/5,5,2.1374,2.025,5.259,0.0974,0.1783,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.1783) -- majority but not unanimous.,1200
THIN_ET_DC_RF_Vds_max_0p1mA,SATURATION,positive,20.53741,,15.85 to 21.15,13.2 to 15.65,2.9645,3/5,5,2.1932,2.1751,0.827,0.0506,0.0614,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0614) -- majority but not unanimous.,1200
MEASURE_ET_RF_Modeling_Gm_max_W,COMPLEX_NONLINEAR,n/a,499.202402,545.692293,566 to 641.6,484.7 to 560.2,2.9473,3/5,5,2.2343,2.2034,1.379,0.0138,0.0415,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0415) -- majority but not unanimous.,1200
TOPSIN_ET_lkg_C450pf,U_SHAPED,n/a,0.219077,,0.02314 to 0.1131,0.1195 to 0.2351,2.9445,3/5,5,1.9646,1.8895,3.824,0.2242,0.2731,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.2731) -- majority but not unanimous.,1200
TOPSIN_ET_Gm_max,COMPLEX_NONLINEAR,n/a,509.372992,538.6863,553.3 to 629.6,400.9 to 465.4,2.943,3/5,5,2.2074,2.1821,1.147,0.0382,0.0605,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0605) -- majority but not unanimous.,1200
CATHODE_ET_Rcat_cn_3_OW_ST,SATURATION,negative,0.250897,,0.1259 to 0.2431,0.247 to 0.2782,2.9369,3/5,5,2.2207,2.14,3.631,0.0283,0.0981,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0981) -- majority but not unanimous.,1200
MEASURE_ET_DC_RF_CF_S22_Mag_L2180,PROCESS_WINDOW,n/a,14.106222,,15.3 to 16.95,12.92 to 15.19,2.9121,3/5,5,2.2218,2.2029,0.85,0.0283,0.045,5/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0450) -- majority but not unanimous.,1200
MEASURE_ET_C385pf_0,SATURATION,positive,62.590154,,60.14 to 63.32,53.78 to 59.9,2.9021,3/5,5,2.2139,2.2142,-0.015,0.0336,0.0341,2/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0341) -- majority but not unanimous.,1200
TOPSIN_ET_Rc_OG142_GN,SATURATION,negative,0.263931,,0.1711 to 0.2231,0.2268 to 0.2714,2.8949,3/5,5,2.2344,2.2032,1.397,0.0169,0.043,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0430) -- majority but not unanimous.,1200
OHMIC_ET_sh_GA142,SATURATION,positive,82.353221,,86.56 to 92.27,81.67 to 86.29,2.8814,3/5,5,2.1505,2.1348,0.73,0.0896,0.1034,5/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.1034) -- majority but not unanimous.,1200
THIN_ET_C100,PROCESS_WINDOW,n/a,0.72144,,0.6372 to 0.918,0.9293 to 1.042,2.8709,3/5,5,2.2426,2.1826,2.673,0.0112,0.0553,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0553) -- majority but not unanimous.,1200
MEASURE_ET_Cap_C300FM1,COMPLEX_NONLINEAR,n/a,0.703578,0.849225,0.7428 to 0.8884,0.6196 to 0.7316,2.8695,3/5,5,2.2425,2.1842,2.602,0.0095,0.0615,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0615) -- majority but not unanimous.,1200
MEASURE_ET_DC_Big_S12dB_10GHz,COMPLEX_NONLINEAR,n/a,-22.869708,-19.311576,-28.95 to -22.13,-21.83 to -19.16,2.8579,3/5,5,2.2407,2.1865,2.415,0.012,0.0606,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0606) -- majority but not unanimous.,1200
MEASURE_ET_DC_RF2_S11ang_26GHz,COMPLEX_NONLINEAR,n/a,-13.887316,-7.827173,-15.66 to -13.36,-9.394 to -7.723,2.8536,3/5,5,2.2524,2.2131,1.741,0.0002,0.0353,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0353) -- majority but not unanimous.,1200
BRGM_ET_F_AB,COMPLEX_NONLINEAR,n/a,497.911719,558.281331,577.5 to 632.4,511.6 to 572,2.8474,3/5,5,2.2289,2.1709,2.6,0.0217,0.0695,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0695) -- majority but not unanimous.,1200
MEASURE_ET_C300pf_0,THRESHOLD,negative,0.91055,,0.6987 to 0.9223,0.9341 to 1.04,2.8437,3/5,5,2.2215,2.1514,3.153,0.0309,0.091,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0910) -- majority but not unanimous.,1200
BRGM_ET_C200_0,U_SHAPED,n/a,562.20147,,580.6 to 633.1,512.3 to 575.3,2.8369,3/5,5,2.2357,2.1595,3.408,0.0135,0.0785,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0785) -- majority but not unanimous.,1200
TOPSIN_ET_DC_SMALL_Vbgd_0p1,SATURATION,positive,32.751854,,31.13 to 35.09,21.05 to 26.09,2.8078,3/5,5,2.1871,2.1591,1.279,0.0563,0.08,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0800) -- majority but not unanimous.,1200
MEASURE_ET_KLV_F_AB_4u,SATURATION,positive,59.497966,,64.65 to 69.8,59.23 to 64.38,2.8043,3/5,5,2.1756,2.1379,1.733,0.0652,0.0966,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0966) -- majority but not unanimous.,1200
MEASURE_ET_Load_Pull_GL_set,COMPLEX_NONLINEAR,n/a,3.993171,6.771016,5.084 to 6.87,0.5209 to 4.886,2.7914,3/5,5,2.2483,2.1677,3.585,0.0046,0.0734,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0734) -- majority but not unanimous.,1200
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3_FPSD3p2,THRESHOLD,positive,32.765309,,33.22 to 39.14,30.26 to 32.99,2.7797,3/5,5,2.2176,2.1821,1.599,0.0297,0.0602,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0602) -- majority but not unanimous.,1200
FIC_ET_Rc_f_hr_23,THRESHOLD,negative,0.149457,,0.1634 to 0.243,0.247 to 0.2868,2.7588,3/5,5,2.24,2.1607,3.539,0.0101,0.0725,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0725) -- majority but not unanimous.,1200
TOPSIN_ET_Load_Pull_Gss,THRESHOLD,positive,63.55231,,56.82 to 63.69,52.97 to 56.54,2.7575,3/5,5,2.2071,2.1828,1.1,0.042,0.06,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0600) -- majority but not unanimous.,1200
MEASURE_ET_CapPARCAP,SATURATION,negative,0.265057,,0.1357 to 0.2407,0.2444 to 0.2819,2.719,3/5,5,2.223,2.1891,1.527,0.0261,0.057,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0570) -- majority but not unanimous.,1200
MEASURE_ET_DC_SMALL_Vt_gs,SATURATION,positive,90.85979,,87.67 to 92.19,81.83 to 87.41,2.6605,3/5,5,2.1681,2.1767,-0.397,0.0755,0.0681,1/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0681) -- majority but not unanimous.,1200
MEASURE_ET_DC_SEC_Imax_7V,COMPLEX_NONLINEAR,n/a,667.742857,730.445645,733.9 to 810.6,657.3 to 727,2.6391,3/5,5,2.2529,2.2036,2.187,-0.0005,0.0434,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0434) -- majority but not unanimous.,1200
MEASURE_ET_DC_SEC_Vboff_Vds_min_ON,COMPLEX_NONLINEAR,n/a,10.740046,15.442566,8.953 to 9.894,12.53 to 14.03,2.6266,3/5,5,2.2501,2.2398,0.457,0.0025,0.0084,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0084) -- majority but not unanimous.,1200
MEASURE_ET_DC_SEC_Vds_max_ON,SATURATION,positive,45.431402,,45.53 to 51.09,43.94 to 45.33,2.6183,3/5,5,2.2634,2.2173,2.037,-0.0112,0.0264,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0264) -- majority but not unanimous.,1200
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,PROCESS_WINDOW,n/a,21.331477,,19.26 to 24.71,17.3 to 19.04,2.6183,3/5,5,2.2602,2.2039,2.489,-0.0068,0.0377,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0377) -- majority but not unanimous.,1200
MEASURE_ET_DC_Stress_Vg_max_Ig_after,THRESHOLD,positive,66.29173,,64.43 to 68.57,60.49 to 64.22,2.6163,3/5,5,2.196,2.1898,0.28,0.0471,0.0518,4/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0518) -- majority but not unanimous.,1200
SIN_ET_DC_RF_Gm_max,PROCESS_WINDOW,n/a,467.48695,,566.6 to 628.9,487.3 to 561,2.5493,3/5,5,2.2411,2.1852,2.496,0.0093,0.0591,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0591) -- majority but not unanimous.,1200
MEASURE_ET_Load_Pull_Pout_W_last,THRESHOLD,positive,29.687381,,29.84 to 32.62,28.74 to 29.74,2.5218,3/5,5,2.2221,2.2064,0.707,0.0293,0.0406,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0406) -- majority but not unanimous.,1200
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,PROCESS_WINDOW,n/a,0.395942,,1.281 to 4.428,-0.8825 to 1.084,2.4827,3/5,5,2.2529,2.1621,4.028,0.0001,0.0807,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0807) -- majority but not unanimous.,1200
FIC_ET_DC_RF_n_gd,THRESHOLD,positive,40.315611,,40.43 to 46.53,37.94 to 40.2,2.4455,3/5,5,2.2259,2.1809,2.021,0.0175,0.0529,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0529) -- majority but not unanimous.,1200
TOPSIN_ET_DC_SMALL_Vbgs_0p01,COMPLEX_NONLINEAR,n/a,24.949557,29.634584,26.57 to 35.22,21.17 to 26.21,2.4298,3/5,5,2.1886,2.1427,2.097,0.0567,0.0934,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0934) -- majority but not unanimous.,1200
MEASURE_ET_Rc_an_ct2,SATURATION,negative,0.154633,,0.1287 to 0.1646,0.2285 to 0.2844,2.416,3/5,5,2.2289,2.217,0.531,0.0196,0.0276,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0276) -- majority but not unanimous.,1200
MEASURE_ET_R_400_VER,PROCESS_WINDOW,n/a,96.42144,,91.55 to 98.93,87.43 to 91.26,2.4026,3/5,5,2.1958,2.1684,1.25,0.0472,0.0723,4/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0723) -- majority but not unanimous.,1200
MEASURE_ET_RF_Modeling_MAG_19G_After,THRESHOLD,positive,14.0736,,14.47 to 16.93,13.09 to 14.37,2.3782,3/5,5,2.2232,2.206,0.774,0.026,0.0417,4/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0417) -- majority but not unanimous.,1200
TOPSIN_ET_DC_RF_Vboff,SATURATION,positive,90.115146,,90.99 to 99.14,87.79 to 90.7,2.3662,3/5,5,2.2352,2.2158,0.869,0.0158,0.0316,4/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0316) -- majority but not unanimous.,1200
MEASURE_ET_DC_SEC_S_Vg_at_I2_pos,INVERTED_U,n/a,49.926015,,48.02 to 50.71,44.44 to 47.8,2.3611,3/5,5,2.2372,2.1538,3.728,0.0149,0.0848,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0848) -- majority but not unanimous.,1200
MEASURE_ET_R114,SATURATION,positive,88.950149,,90 to 98.42,88.16 to 89.74,2.3514,3/5,5,2.2348,2.2181,0.751,0.0139,0.0274,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0274) -- majority but not unanimous.,1200
THIN_ET_C_AN_2_OW_CR,COMPLEX_NONLINEAR,n/a,14.271076,17.912999,11.65 to 14.84,15.07 to 17.57,2.335,3/5,5,2.2596,2.1596,4.426,-0.0064,0.0764,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0764) -- majority but not unanimous.,1200
MEASURE_ET_RF_Modeling_Tau_err,COMPLEX_NONLINEAR,n/a,29.267997,31.430039,23.97 to 26.78,27 to 29.81,2.325,3/5,5,2.2436,2.2228,0.928,0.0082,0.0223,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0223) -- majority but not unanimous.,1200
THIN_ET_TF_AB_2,THRESHOLD,positive,5.302339,,1.071 to 5.396,-0.6215 to 0.883,2.3243,3/5,5,2.2572,2.1952,2.747,-0.0042,0.0494,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0494) -- majority but not unanimous.,1200
TOPSIN_ET_sh_f_tn_23,SATURATION,negative,3.267346,,2.861 to 4.282,4.485 to 7.327,2.2934,3/5,5,2.2586,2.2159,1.89,-0.005,0.032,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0320) -- majority but not unanimous.,1200
MEASURE_ET_RGAN2,SATURATION,negative,6.289726,,5.517 to 7.449,7.642 to 13.05,2.2868,3/5,5,2.2404,2.2143,1.164,0.0102,0.0324,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0324) -- majority but not unanimous.,1200
MEASURE_ET_RF_Modeling_Delta_S21_19G,THRESHOLD,positive,16.167536,,15.49 to 17.19,12.76 to 15.37,2.2818,3/5,5,2.1859,2.176,0.454,0.0588,0.0679,5/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0679) -- majority but not unanimous.,1200
TOPSIN_ET_CapFICBRGM,COMPLEX_NONLINEAR,n/a,507.278296,558.137996,474.2 to 520,525.1 to 575.9,2.2305,3/5,5,2.2468,2.1618,3.781,0.0057,0.079,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0790) -- majority but not unanimous.,1200
MEASURE_ET_Rcat_cn_3,SATURATION,positive,0.163681,,0.1546 to 0.231,0.2347 to 0.2783,2.2236,3/5,5,2.229,2.1987,1.363,0.0204,0.0429,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0429) -- majority but not unanimous.,1200
BRGM_ET_C300_0,PROCESS_WINDOW,n/a,484.741161,,440.2 to 487.7,493.6 to 588.6,2.2146,3/5,5,2.2563,2.208,2.139,-0.0034,0.0426,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0426) -- majority but not unanimous.,1200
MEASURE_ET_DC_Stress_Vp_delta,COMPLEX_NONLINEAR,n/a,-1.089492,-0.787161,-1.341 to -1.255,-1.241 to -1.054,2.212,3/5,5,2.2589,2.2245,1.519,-0.006,0.0259,5/5,True,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0259) -- majority but not unanimous.,1200
TOPSIN_ET_DC_SMALL_Vbgd_0p01,THRESHOLD,positive,26.215084,,25.88 to 34.14,21.26 to 25.55,2.2081,3/5,5,2.1943,2.1723,0.999,0.0504,0.0684,4/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0684) -- majority but not unanimous.,1200
MEASURE_ET_TR_1F,THRESHOLD,positive,98.974005,,99.4 to 105.3,94.34 to 99.11,2.206,3/5,5,2.2194,2.2231,-0.168,0.0253,0.0202,3/5,False,MODERATE,Shape reproduced in 3/5 fold curves; positive out-of-fold R^2 (0.0202) -- majority but not unanimous.,1200
