feature_name,source_type,present_in_original_csv,source_columns,modeling_status,exclusion_reason,feature_family,correlation_cluster_id,correlation_cluster_size
TOPSIN_ET_lkg_C450pf,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,817,72
TOPSIN_ET_lkg_C500pf,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,817,72
TOPSIN_ET_lkg_Cap_USV,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,817,72
TOPSIN_ET_lkg_Cap1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,817,72
TOPSIN_ET_lkg_Cap2,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,817,72
TOPSIN_ET_lkg_Cap3,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,817,72
TOPSIN_ET_lkg_CapFICBRGM,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_lkg_CapFICM1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,817,72
TOPSIN_ET_lkg_CapM1BRGM,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_lkg_CapPARCAP,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,817,72
TOPSIN_ET_lkg_SY07_10,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,817,72
TOPSIN_ET_lkg_SY8_80,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,817,72
TOPSIN_ET_OHMC,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,181,1
TOPSIN_ET_OHMC_GN,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,893,1
TOPSIN_ET_Probe_Number,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,65,1
TOPSIN_ET_R_f_hr_1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,686,1
TOPSIN_ET_R_f_hr_2,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,35,1
TOPSIN_ET_R_f_hr_3,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,144,1
TOPSIN_ET_R_f_tn_1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,594,1
TOPSIN_ET_R_f_tn_2,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,367,1
TOPSIN_ET_R_f_tn_3,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,164,1
TOPSIN_ET_R114,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,57,1
TOPSIN_ET_R214,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,507,1
TOPSIN_ET_R314,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,711,1
TOPSIN_ET_R414,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,38,1
TOPSIN_ET_R514,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,40,1
TOPSIN_ET_Rc_f_hr_23,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,520,52
TOPSIN_ET_Rc_f_tn_23,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,520,52
TOPSIN_ET_Rc_OG142_GN,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,520,52
TOPSIN_ET_Rc_OG144,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,520,52
TOPSIN_ET_RGAN1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,239,1
TOPSIN_ET_RGAN2,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,138,1
TOPSIN_ET_RGAN3,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,672,1
TOPSIN_ET_sh_f_hr_23,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,103,1
TOPSIN_ET_sh_f_tn_23,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,45,1
TOPSIN_ET_sh_GA142_GN,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,113,1
TOPSIN_ET_sh_GA144,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,440,1
TOPSIN_ET_TANR,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,169,1
TOPSIN_ET_TR_1F,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,328,1
TOPSIN_ET_Vdg_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,894,1
TOPSIN_ET_Vds_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,442,1
TOPSIN_ET_Vg_gm_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_Vg_Vds_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,460,1
TOPSIN_ET_Vp_1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_PIV_Drain_Lag_0,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,801,11
TOPSIN_ET_DC_PIV_Drain_Lag_1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,801,11
TOPSIN_ET_DC_PIV_Gate_Lag_0,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,801,11
TOPSIN_ET_DC_PIV_Gate_Lag_1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,801,11
TOPSIN_ET_DC_PIV_Ids0_QP1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,682,1
TOPSIN_ET_DC_PIV_Ids0_QP2,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,628,1
TOPSIN_ET_DC_PIV_Ids0_QP3,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,244,1
TOPSIN_ET_DC_PIV_Ids1_QP1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,381,1
TOPSIN_ET_DC_PIV_Ids1_QP2,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,652,1
TOPSIN_ET_DC_PIV_Ids1_QP3,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,132,1
TOPSIN_ET_DC_RF_Gm_0,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_RF_Gm_m0p2,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_RF_Gm_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_RF_Id_gm_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_RF_Ids_m0p2,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,946,1
TOPSIN_ET_DC_RF_Idss,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_RF_Imax,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_RF_n_gd,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,752,1
TOPSIN_ET_DC_RF_n_gs,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,186,1
TOPSIN_ET_DC_RF_Vbgd_0p01,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,788,1
TOPSIN_ET_DC_RF_Vbgd_0p1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,772,1
TOPSIN_ET_DC_RF_Vbgd1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,756,1
TOPSIN_ET_DC_RF_Vbgs_0p01,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,794,1
TOPSIN_ET_DC_RF_Vbgs_0p1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,791,1
TOPSIN_ET_DC_RF_Vbgs1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,770,1
TOPSIN_ET_DC_RF_Vbin_gd,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,816,1
TOPSIN_ET_DC_RF_Vbin_gs,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,792,1
TOPSIN_ET_DC_RF_Vboff,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,930,1
TOPSIN_ET_DC_RF_Vdg_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,543,1
TOPSIN_ET_DC_RF_Vdg_max_0p1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,960,1
TOPSIN_ET_DC_RF_Vds_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,329,1
TOPSIN_ET_DC_RF_Vds_max_0p1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,702,1
TOPSIN_ET_DC_RF_Vg_gm_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_RF_Vg_max_Vd,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,227,1
TOPSIN_ET_DC_RF_Vg_max_Vd_0p1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,710,1
TOPSIN_ET_DC_RF_Vg_optt,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,751,1
TOPSIN_ET_DC_RF_Vp_01,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_RF_Vp_1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_RF_Vt_gd,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,889,1
TOPSIN_ET_DC_RF_Vt_gs,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,712,1
TOPSIN_ET_DC_SMALL_Gm_0,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_SMALL_Gm_m0p2,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_SMALL_Gm_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_SMALL_Id_gm_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_SMALL_Ids_m0p2,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,957,1
TOPSIN_ET_DC_SMALL_Idss,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_SMALL_Imax,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_SMALL_n_gd,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,726,1
TOPSIN_ET_DC_SMALL_n_gs,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,376,1
TOPSIN_ET_DC_SMALL_Vbgd_0p01,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,763,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,805,1
TOPSIN_ET_DC_SMALL_Vbgd1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,783,1
TOPSIN_ET_DC_SMALL_Vbgs_0p01,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,815,1
TOPSIN_ET_DC_SMALL_Vbgs_0p1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,761,1
TOPSIN_ET_DC_SMALL_Vbgs1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,760,1
TOPSIN_ET_DC_SMALL_Vbin_gd,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,764,1
TOPSIN_ET_DC_SMALL_Vbin_gs,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,767,1
TOPSIN_ET_DC_SMALL_Vboff,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,687,1
TOPSIN_ET_DC_SMALL_Vdg_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,209,1
TOPSIN_ET_DC_SMALL_Vdg_max_0p1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,961,1
TOPSIN_ET_DC_SMALL_Vds_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,123,1
TOPSIN_ET_DC_SMALL_Vds_max_0p1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,667,1
TOPSIN_ET_DC_SMALL_Vg_gm_max,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_SMALL_Vg_max_Vd,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,124,1
TOPSIN_ET_DC_SMALL_Vg_max_Vd_0p1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,177,1
TOPSIN_ET_DC_SMALL_Vg_optt,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,620,1
TOPSIN_ET_DC_SMALL_Vp_01,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_SMALL_Vp_1,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,557,199
TOPSIN_ET_DC_SMALL_Vt_gd,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,125,1
TOPSIN_ET_DC_SMALL_Vt_gs,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,472,1
TOPSIN_ET_Load_Pull_Freq,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,127,1
TOPSIN_ET_Load_Pull_Gain_comp_Last,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,299,1
TOPSIN_ET_Load_Pull_GL_meas,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,668,1
TOPSIN_ET_Load_Pull_GL_set,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,339,1
TOPSIN_ET_Load_Pull_Gss,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,909,1
TOPSIN_ET_Load_Pull_ID_comp_Last_mA,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,383,1
TOPSIN_ET_Load_Pull_Id_ini,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,494,1
TOPSIN_ET_Load_Pull_Id_ord,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,63,1
TOPSIN_ET_Load_Pull_Id_SS,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,458,1
TOPSIN_ET_Load_Pull_IG_comp_Last_uA,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,20,1
TOPSIN_ET_Load_Pull_P.A.E_Last,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,258,2
TOPSIN_ET_Load_Pull_PhL_meas,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,372,1
TOPSIN_ET_Load_Pull_PhL_set,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,549,1
TOPSIN_ET_Load_Pull_Pin_Cut,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,621,1
TOPSIN_ET_Load_Pull_Pin_Last,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,235,1
TOPSIN_ET_Load_Pull_Pout_Last,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,250,1
TOPSIN_ET_Load_Pull_Pout_W_last,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,251,1
TOPSIN_ET_Load_Pull_Pout_W_mm_last,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,261,2
TOPSIN_ET_Load_Pull_Vg,original raw CSV column (numeric predictor),yes,,included,,TOPSIN,824,1
ABVIA_CD_AB_VIA_litho,original raw CSV column (numeric predictor),yes,,included,,ABVIA,562,1
ANODE_CD_Anode_CD_litho,original raw CSV column (numeric predictor),yes,,included,,ANODE,573,1
BFIC_Height_FIC_metal_thickness,original raw CSV column (numeric predictor),yes,,included,,BFIC,529,1
BMETAL1_Height_Metal1_metal_thickness,original raw CSV column (numeric predictor),yes,,included,,BMETAL1,512,1
BPLATE_Height_BPLATE_metal_thickness,original raw CSV column (numeric predictor),yes,,included,,BPLATE,511,1
BRGM_Cd_Litho_BRGM_litho_CD,original raw CSV column (numeric predictor),yes,,included,,BRGM,579,1
BRGM_Cd_Metal_BRGM_Final_metal_CD,original raw CSV column (numeric predictor),yes,,included,,BRGM,580,1
BRGM_Height2_BRGM_Height2,original raw CSV column (numeric predictor),yes,,included,,BRGM,483,1
BRGM_Height3_TOP_metal_thickness,original raw CSV column (numeric predictor),yes,,included,,BRGM,523,1
BRIDGE_METAL_CD_BRGM_Final_metal_CD,original raw CSV column (numeric predictor),yes,,included,,BRIDGE_METAL,558,1
BRIDGE_METAL_Height_Final_TOP_metal_thickness,original raw CSV column (numeric predictor),yes,,included,,BRIDGE,509,1
BRIDGE_METAL_Height2_BRGM_Height2,original raw CSV column (numeric predictor),yes,,included,,BRIDGE,591,1
CHRE_Ali_Litho_Channel_to_Ohmic_Alignment,original raw CSV column (numeric predictor),yes,,included,,CHRE,569,1
CHRE_CD_Channel_recess_CD,original raw CSV column (numeric predictor),yes,,included,,CHRE,575,1
CHRE_CD_2_Channel_recess_CD_Etch,original raw CSV column (numeric predictor),yes,,included,,CHRE,582,1
CHRE_ET_Ids_Channel_recess_current,original raw CSV column (numeric predictor),yes,,included,,CHRE,970,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,original raw CSV column (numeric predictor),yes,,included,,EBCR2,570,1
EBCR2_CD_Gate_Leg_Length,original raw CSV column (numeric predictor),yes,,included,,EBCR2,557,199
EBCR2_CD_2_EBCR_cd_etch,original raw CSV column (numeric predictor),yes,,included,,EBCR2,576,1
EBCR2_ET_Ids_EBCR_recess_current,original raw CSV column (numeric predictor),yes,,included,,EBCR2,688,1
FIC_Height_FIC_metal_thickness,original raw CSV column (numeric predictor),yes,,included,,FIC,537,1
FIN_CD1_CD_PL_FIN,original raw CSV column (numeric predictor),yes,,included,,FIN_CD1,584,1
FIN_CD2_CD_etch_FIN,original raw CSV column (numeric predictor),yes,,included,,FIN_CD2,581,1
FIN_Etch_Hard_Bias,original raw CSV column (numeric predictor),yes,,included,,FIN,498,1
FIN_Etch_Soft_Bias,original raw CSV column (numeric predictor),yes,,included,,FIN,502,1
FIN_FIN_Alignment_FIN_to_ohmic_alignment,original raw CSV column (numeric predictor),yes,,included,,FIN,568,1
FMESA_Height_Fmesa_Height,original raw CSV column (numeric predictor),yes,,included,,FMESA,504,1
FP2_Height1_FP2_Height1,original raw CSV column (numeric predictor),yes,,included,,FP2,585,1
FP2_Height2_FP2_Height2,original raw CSV column (numeric predictor),yes,,included,,FP2,395,1
GATE1_Thickness1_Triple_E-beam_thickness,original raw CSV column (numeric predictor),yes,,included,,GATE1,356,1
GATE2_Ali_Litho_Gate_to_recess_alignment,original raw CSV column (numeric predictor),yes,,included,,GATE2,566,1
GATE2_Ali_Litho2_Gate_to_ohmic_alignment,original raw CSV column (numeric predictor),yes,,included,,GATE2,571,1
GATE2_CD_Gate_Leg_Length,original raw CSV column (numeric predictor),yes,,included,,GATE2,557,199
GATE2_CD_Gate_Win_Length,original raw CSV column (numeric predictor),yes,,included,,GATE2,563,1
GATE2_CD_310nm_Gate_Leg_Length,original raw CSV column (numeric predictor),yes,,included,,GATE2,564,1
GATE2_CD_310nm_Gate_Win_Length,original raw CSV column (numeric predictor),yes,,included,,GATE2,572,1
GATE2_CD_330nm_Gate_Leg_Length,original raw CSV column (numeric predictor),yes,,included,,GATE2,565,1
GATE2_CD_330nm_Gate_Win_Length,original raw CSV column (numeric predictor),yes,,included,,GATE2,577,1
GATE2_CD_358nm_Gate_Leg_Length,original raw CSV column (numeric predictor),yes,,included,,GATE2,583,1
GATE2_CD_358nm_Gate_Win_Length,original raw CSV column (numeric predictor),yes,,included,,GATE2,574,1
GATE2_CD_HPA_CB_Gate_Win_Length,original raw CSV column (numeric predictor),yes,,included,,GATE2,578,1
GATE2_ET_Ids2_Gate_recess_current,original raw CSV column (numeric predictor),yes,,included,,GATE2,58,1
GATE2_Thickness4_PMMA_PR_etch_thickness,original raw CSV column (numeric predictor),yes,,included,,GATE2,359,1
HIRS_M_Gauge_P_E_MoSi,original raw CSV column (numeric predictor),yes,,included,,HIRS,484,1
MESA_CD_Mesa_CD_Radius,original raw CSV column (numeric predictor),yes,,included,,MESA,559,1
MESA_Height_Mesa_Height,original raw CSV column (numeric predictor),yes,,included,,MESA,500,1
METAL1_Height_Metal1_metal_thickness,original raw CSV column (numeric predictor),yes,,included,,METAL1,513,1
OHMIC_CD_Ohmic_CD_litho,original raw CSV column (numeric predictor),yes,,included,,OHMIC,560,1
OHMIC_Thickness_SiN_Thickness,original raw CSV column (numeric predictor),yes,,included,,OHMIC,349,82
SIN_Thickness_RefractiveIndex,original raw CSV column (numeric predictor),yes,,included,,SIN,364,1
SIN_Thickness_SiN_Thickness,original raw CSV column (numeric predictor),yes,,included,,SIN,351,1
SIN_Thickness1_RefractiveIndex,original raw CSV column (numeric predictor),yes,,included,,SIN,365,1
SIN_Thickness1_SiN_Thickness_1st,original raw CSV column (numeric predictor),yes,,included,,SIN,347,1
SIN_Thickness2_RefractiveIndex,original raw CSV column (numeric predictor),yes,,included,,SIN,363,1
SIN_Thickness2_SiN_Thickness,original raw CSV column (numeric predictor),yes,,included,,SIN,348,1
SIN_ThicknessGN2_RefractiveIndex,original raw CSV column (numeric predictor),yes,,included,,SIN,360,1
SIN_ThicknessGN2_SiN_Thickness,original raw CSV column (numeric predictor),yes,,included,,SIN,352,1
SIN_CAPACITOR_ThicknessGN1_RefractiveIndex,original raw CSV column (numeric predictor),yes,,included,,SIN_CAPACITOR,357,1
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,original raw CSV column (numeric predictor),yes,,included,,SIN_CAPACITOR,349,82
STREETS_Height_Backside_metal_thickness,original raw CSV column (numeric predictor),yes,,included,,STREETS,526,1
TANR_M_Gauge_P_E_TaN,original raw CSV column (numeric predictor),yes,,included,,TANR,418,1
TFRP_M_Gauge_P_E_Resistors,original raw CSV column (numeric predictor),yes,,included,,TFRP,4,1
THIN_Measure1_Glue_thickness,original raw CSV column (numeric predictor),yes,,included,,THIN,354,1
THIN_Measure1GN_Thickness_after_bonding,original raw CSV column (numeric predictor),yes,,included,,THIN_Measure1GN,353,1
