parameter_A,parameter_B,parameter_C,contrast_3way,max_2way_contrast_in_cube,adds_beyond_lower_order,"high_yield_region_(A,B,C)_bins",high_yield_mean,"low_yield_region_(A,B,C)_bins",low_yield_mean,min_cell_count,fold_sign_reproducibility,evidence_label,reason
MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,TOPSIN_ET_Rc_OG144,-0.1413,0.2416,False,"(0, 0, 0)",93.103,"(0, 1, 1)",90.586,42.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_C450pf,-0.0208,0.2143,False,"(0, 0, 0)",93.162,"(0, 1, 1)",91.092,32.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.3053,0.2534,True,"(1, 0, 0)",92.811,"(1, 0, 1)",90.351,112.0,5/5,STRONG,
MEASURE_ET_Rcat_cn_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.1828,0.0937,True,"(0, 0, 0)",93.258,"(1, 1, 1)",90.703,110.0,5/5,STRONG,
MEASURE_ET_Rcat_cn_2_OW_ST,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.058,0.3797,False,"(0, 1, 0)",93.36,"(1, 1, 1)",90.497,51.0,1/2,WEAK,
MEASURE_ET_Rcat_cn_3,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,0.121,0.2447,False,"(1, 0, 0)",93.359,"(1, 1, 1)",90.327,70.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rsh_cat_c2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0529,0.217,False,"(0, 0, 0)",93.032,"(0, 1, 1)",91.012,102.0,2/4,WEAK,
MEASURE_ET_Rsh_cat_c2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.1838,0.2482,False,"(0, 0, 0)",93.696,"(0, 1, 1)",90.934,102.0,3/4,MODERATE,
MEASURE_ET_VIA_KLV_2,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,0.1756,0.2343,False,"(0, 0, 0)",93.362,"(0, 1, 1)",90.217,125.0,4/5,MODERATE,
MEASURE_ET_lkg_CapFICM1,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,,,,,,,,,,INCONCLUSIVE,insufficient cell size for main split
MESA_ET_Probe_Number,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.0256,0.198,False,"(1, 0, 0)",93.16,"(1, 1, 1)",90.535,111.0,2/5,WEAK,
MESA_ET_Probe_Number,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,0.1034,0.2396,False,"(0, 0, 0)",93.042,"(0, 1, 1)",90.098,122.0,4/5,MODERATE,
MESA_ET_Probe_Number,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.054,0.3023,False,"(0, 0, 0)",93.254,"(0, 1, 1)",90.648,103.0,3/5,MODERATE,
MESA_ET_Probe_Number,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.0859,0.3673,False,"(0, 0, 0)",93.329,"(0, 1, 1)",90.278,108.0,3/3,MODERATE,
MaskSetSupplyChipsCount,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,0.1407,0.1918,False,"(1, 0, 0)",93.311,"(0, 1, 1)",90.186,130.0,5/5,MODERATE,
OHMIC_ET_OHMC,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1863,0.2264,False,"(0, 0, 0)",93.486,"(1, 1, 1)",91.184,98.0,3/4,MODERATE,
OHMIC_ET_OHMC,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.023,0.2624,False,"(0, 0, 0)",93.392,"(0, 1, 1)",90.943,122.0,3/5,MODERATE,
OHMIC_ET_Rc_an_ct2,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,0.2027,0.3073,False,"(0, 1, 0)",93.743,"(1, 1, 1)",90.54,38.0,0/0,INCONCLUSIVE,
OHMIC_ET_Rc_an_ct2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2228,0.2173,True,"(0, 1, 0)",92.948,"(1, 0, 1)",90.371,124.0,4/5,STRONG,
OHMIC_ET_Rc_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0773,0.1823,False,"(0, 0, 0)",93.396,"(1, 1, 1)",90.504,102.0,3/4,MODERATE,
OHMIC_ET_Rsh_an_ct2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.3865,0.0953,True,"(0, 1, 0)",93.375,"(1, 0, 1)",89.995,86.0,4/4,STRONG,
OHMIC_ET_Rsh_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.3594,0.0603,True,"(0, 0, 0)",93.817,"(1, 1, 1)",90.224,106.0,4/5,STRONG,
SIN_ET_Probe_Number,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,0.0169,0.2139,False,"(0, 0, 0)",93.132,"(0, 1, 1)",90.108,118.0,3/5,MODERATE,
SIN_GATE_ET_Rc_OG142_GN,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,-0.0709,0.2455,False,"(0, 1, 0)",93.359,"(1, 1, 1)",89.935,52.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_OG142_GN,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1054,0.2906,False,"(0, 0, 0)",93.146,"(1, 1, 1)",90.018,113.0,3/5,MODERATE,
SIN_GATE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0679,0.2759,False,"(0, 0, 0)",93.388,"(1, 1, 1)",90.126,122.0,5/5,MODERATE,
SIN_GATE_ET_Rc_an_ct2,SIN_GATE_ET_lkg_SY8_80,THIN_ET_Rcat_cn_3,0.0625,0.1663,False,"(0, 0, 0)",93.027,"(1, 1, 1)",90.458,74.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_an_ct2,SIN_GATE_ET_lkg_SY8_80,THIN_ET_lkg_100_at20V,,,,,,,,,,INCONCLUSIVE,insufficient cell size for main split
SIN_GATE_ET_Rc_an_ct2,TFRP_ET_Rc_TF_AB_2,THIN_ET_lkg_100_at20V,0.0412,0.1728,False,"(0, 1, 0)",93.395,"(1, 1, 1)",90.481,53.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_DC_RF_Vds_max_0p1mA,THIN_ET_lkg_100_at20V,-0.3189,0.2162,True,"(0, 0, 0)",93.19,"(1, 0, 1)",90.32,121.0,5/5,STRONG,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_DC_RF_Vg_optt3,THIN_ET_lkg_100_at20V,-0.2089,0.322,False,"(0, 0, 0)",93.459,"(1, 1, 1)",90.013,128.0,5/5,MODERATE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_Rc_OG142,THIN_ET_lkg_100_at20V,0.0658,0.211,False,"(1, 0, 0)",93.511,"(1, 1, 1)",89.995,58.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_Rc_TF_AB_2,THIN_ET_lkg_100_at20V,-0.23,0.2833,False,"(0, 0, 0)",93.154,"(1, 1, 1)",89.99,63.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_Rc_cat_ct2,THIN_ET_lkg_100_at20V,-0.0422,0.2712,False,"(0, 1, 0)",93.51,"(1, 1, 1)",90.263,58.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_Rc_f_hr_23,THIN_ET_lkg_100_at20V,0.1351,0.3302,False,"(0, 1, 0)",93.522,"(1, 1, 1)",90.211,51.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_Rcat_cn_1,THIN_ET_lkg_100_at20V,0.0458,0.2967,False,"(0, 1, 0)",93.155,"(1, 0, 1)",90.297,39.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_Rcat_cn_2_OW_ST,THIN_ET_lkg_100_at20V,-0.1853,0.1472,True,"(0, 1, 0)",93.111,"(1, 1, 1)",90.36,73.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_Rcat_cn_3,THIN_ET_lkg_100_at20V,-0.0504,0.2288,False,"(0, 0, 0)",93.06,"(1, 1, 1)",89.9,73.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,-0.1163,0.2219,False,"(0, 0, 0)",93.033,"(1, 1, 1)",89.989,71.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,TOPSIN_ET_CapFICM1,0.2914,0.2616,True,"(0, 0, 0)",93.433,"(1, 1, 0)",90.032,101.0,4/4,STRONG,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,TOPSIN_ET_CapFICM1_0,0.4072,0.3251,True,"(0, 0, 0)",93.299,"(1, 1, 0)",89.686,116.0,5/5,STRONG,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1798,0.1916,False,"(0, 0, 0)",93.107,"(1, 1, 1)",90.397,57.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_SMALL_Vdg_max,-0.1413,0.2117,False,"(0, 0, 0)",93.074,"(1, 1, 1)",89.742,97.0,5/5,MODERATE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,TOPSIN_ET_Load_Pull_Gain_comp_Last,0.0112,0.1769,False,"(0, 0, 1)",93.561,"(1, 1, 0)",90.499,122.0,2/5,WEAK,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,TOPSIN_ET_Rc_OG144,-0.2593,0.2106,True,"(0, 0, 0)",93.147,"(1, 1, 1)",90.128,44.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_C450pf,-0.0882,0.1651,False,"(0, 0, 0)",93.162,"(1, 1, 1)",90.438,29.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_Rc_an_ct2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.122,0.1254,False,"(0, 0, 0)",93.108,"(1, 0, 1)",90.42,111.0,5/5,MODERATE,
SIN_GATE_ET_Rc_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.238,0.0873,True,"(0, 0, 0)",93.623,"(1, 1, 1)",90.18,90.0,4/5,STRONG,
SIN_GATE_ET_lkg_SY8_80,TFRP_ET_Rc_TF_AB_2,THIN_ET_Rcat_cn_3,-0.0159,0.2648,False,"(0, 1, 0)",93.375,"(1, 0, 1)",90.39,53.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_lkg_SY8_80,THIN_ET_Rc_cat_ct2,THIN_ET_Rcat_cn_3,0.0022,0.424,False,"(0, 1, 0)",93.602,"(1, 1, 1)",90.305,66.0,0/1,INCONCLUSIVE,
SIN_GATE_ET_lkg_SY8_80,THIN_ET_Rc_f_hr_23,THIN_ET_Rcat_cn_3,-0.1596,0.302,False,"(0, 0, 0)",93.016,"(1, 1, 1)",90.466,47.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_lkg_SY8_80,THIN_ET_Rcat_cn_3,THIN_ET_lkg_100_at20V,-0.2358,0.4442,False,"(1, 1, 0)",93.247,"(1, 1, 1)",90.16,19.0,0/0,INCONCLUSIVE,
SIN_GATE_ET_lkg_SY8_80,THIN_ET_Rcat_cn_3,TOPSIN_ET_CapFICM1,0.2976,0.2978,False,"(0, 0, 0)",93.336,"(1, 1, 0)",90.041,129.0,5/5,MODERATE,
SIN_GATE_ET_lkg_SY8_80,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,-0.2918,0.2376,True,"(0, 0, 0)",93.16,"(1, 1, 1)",90.334,32.0,0/0,INCONCLUSIVE,
TFRP_ET_Rc_TF_AB_2,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,-0.1334,0.3068,False,"(1, 0, 0)",93.234,"(1, 1, 1)",90.436,59.0,0/0,INCONCLUSIVE,
TFRP_ET_Rc_TF_AB_2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1186,0.1017,True,"(0, 1, 0)",92.799,"(1, 0, 1)",90.917,122.0,1/3,WEAK,
TFRP_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.0459,0.0839,False,"(0, 0, 0)",92.981,"(1, 1, 1)",90.876,110.0,2/5,WEAK,
THIN_ET_C_AN_2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0409,0.3231,False,"(1, 0, 0)",93.125,"(1, 1, 1)",90.63,115.0,2/4,WEAK,
THIN_ET_C_AN_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.132,0.279,False,"(0, 0, 0)",93.399,"(1, 1, 1)",90.822,119.0,5/5,MODERATE,
THIN_ET_DC_RF_Gm_max,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,0.0968,0.2193,False,"(1, 0, 0)",92.988,"(0, 1, 1)",90.41,96.0,2/4,WEAK,
THIN_ET_DC_RF_Vg_optt3,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,-0.0112,0.3251,False,"(1, 0, 0)",93.127,"(1, 1, 1)",89.73,132.0,3/5,MODERATE,
THIN_ET_R314,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.3265,0.2611,True,"(0, 0, 0)",92.882,"(0, 0, 1)",90.143,116.0,4/4,STRONG,
THIN_ET_R314,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0297,0.2568,False,"(1, 0, 0)",92.925,"(0, 1, 1)",90.51,84.0,3/4,MODERATE,
THIN_ET_Rc_F_AB_2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2797,0.1757,True,"(0, 1, 0)",93.039,"(1, 0, 1)",90.49,113.0,3/4,MODERATE,
THIN_ET_Rc_F_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.032,0.1768,False,"(0, 0, 0)",92.971,"(1, 1, 1)",90.424,90.0,4/5,MODERATE,
THIN_ET_Rc_OG142,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,0.2588,0.2092,True,"(0, 1, 0)",94.119,"(1, 1, 1)",90.111,56.0,0/0,INCONCLUSIVE,
THIN_ET_Rc_OG142,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1512,0.327,False,"(0, 0, 0)",93.264,"(1, 0, 1)",89.91,115.0,2/3,WEAK,
THIN_ET_Rc_OG142,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.1158,0.5049,False,"(0, 0, 0)",94.056,"(1, 1, 0)",89.821,99.0,2/5,WEAK,
THIN_ET_Rc_TF_AB_2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1123,0.2851,False,"(0, 1, 0)",93.008,"(1, 1, 1)",90.439,132.0,3/5,MODERATE,
THIN_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0454,0.2654,False,"(0, 0, 0)",93.497,"(1, 1, 0)",90.435,99.0,2/3,WEAK,
THIN_ET_Rc_cat_ct2,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,0.0295,0.4351,False,"(1, 0, 0)",93.63,"(1, 1, 1)",90.145,63.0,2/3,WEAK,
THIN_ET_Rc_cat_ct2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2581,0.2939,False,"(1, 0, 0)",93.177,"(1, 0, 1)",90.529,117.0,4/5,MODERATE,
THIN_ET_Rc_cat_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0554,0.267,False,"(0, 0, 0)",93.071,"(1, 1, 1)",90.702,108.0,5/5,MODERATE,
THIN_ET_Rc_f_hr_23,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,-0.1717,0.3234,False,"(1, 0, 0)",93.171,"(1, 1, 1)",90.254,43.0,0/0,INCONCLUSIVE,
THIN_ET_Rc_f_hr_23,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.126,0.2089,False,"(0, 1, 0)",93.017,"(1, 1, 1)",90.607,123.0,2/3,WEAK,
THIN_ET_Rc_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0481,0.207,False,"(0, 0, 0)",93.111,"(1, 1, 1)",90.494,92.0,2/2,WEAK,
THIN_ET_Rc_f_tn_23,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2218,0.1582,True,"(0, 1, 0)",93.286,"(1, 0, 1)",90.581,107.0,3/5,MODERATE,
THIN_ET_Rc_f_tn_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.017,0.2119,False,"(0, 0, 0)",93.548,"(1, 1, 0)",90.64,91.0,4/5,MODERATE,
THIN_ET_Rcat_cn_1,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,0.0705,0.2909,False,"(0, 0, 0)",93.023,"(0, 1, 1)",90.392,55.0,0/0,INCONCLUSIVE,
THIN_ET_Rcat_cn_1_OW_ST,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0416,0.1331,False,"(0, 0, 0)",93.033,"(1, 0, 1)",90.682,116.0,4/5,MODERATE,
THIN_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.0125,0.146,False,"(0, 0, 0)",93.057,"(1, 1, 1)",90.366,113.0,2/5,WEAK,
THIN_ET_Rcat_cn_2_OW_ST,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.18,0.2318,False,"(1, 0, 0)",93.095,"(1, 0, 1)",90.73,93.0,2/3,WEAK,
THIN_ET_Rcat_cn_2_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.2812,0.284,False,"(0, 0, 0)",93.786,"(1, 1, 1)",90.495,78.0,4/4,MODERATE,
THIN_ET_Rcat_cn_3,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_C450pf,-0.234,0.1924,True,"(0, 0, 0)",93.196,"(1, 1, 1)",90.209,25.0,0/0,INCONCLUSIVE,
THIN_ET_Rcat_cn_3,TOPSIN_ET_CapFICM1,TOPSIN_ET_lkg_C450pf,0.2084,0.3484,False,"(0, 0, 0)",93.42,"(1, 0, 1)",89.989,128.0,5/5,MODERATE,
THIN_ET_Rcat_cn_3,TOPSIN_ET_CapPARCAP_0,TOPSIN_ET_lkg_C450pf,0.1234,0.3487,False,"(1, 0, 0)",94.064,"(1, 1, 1)",90.202,34.0,0/0,INCONCLUSIVE,
THIN_ET_Rcat_cn_3,TOPSIN_ET_Gate_res,TOPSIN_ET_lkg_C450pf,0.2378,0.2751,False,"(0, 1, 0)",93.359,"(1, 0, 1)",89.807,116.0,5/5,MODERATE,
THIN_ET_Rsh_an_ct2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2531,0.2858,False,"(0, 1, 0)",93.064,"(1, 0, 1)",90.452,114.0,4/5,MODERATE,
THIN_ET_Rsh_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.2279,0.2801,False,"(0, 0, 0)",93.226,"(1, 1, 1)",89.851,77.0,2/2,WEAK,
THIN_ET_TF_AB_1,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2714,0.1835,True,"(0, 0, 0)",93.137,"(1, 1, 1)",90.428,120.0,4/5,STRONG,
THIN_ET_TF_AB_1,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.0691,0.1765,False,"(1, 0, 0)",92.921,"(1, 1, 1)",90.715,110.0,2/5,WEAK,
THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.0645,0.2175,False,"(1, 0, 0)",92.882,"(1, 1, 1)",90.509,48.0,0/0,INCONCLUSIVE,
THIN_ET_sh_f_hr_23,THIN_Measure2_Thickness_after_grinding,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1208,0.1759,False,"(0, 0, 0)",92.903,"(1, 1, 1)",90.527,108.0,4/4,MODERATE,
THIN_ET_sh_f_hr_23,TOPSIN_ET_C100CapPARCAP,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.028,0.2392,False,"(0, 0, 0)",93.066,"(1, 1, 1)",90.218,126.0,2/5,WEAK,
THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_RF_Vg_max_Vd,0.4108,0.2466,True,"(1, 0, 0)",92.877,"(0, 1, 1)",90.508,117.0,4/4,STRONG,
THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.3227,0.0508,True,"(0, 0, 0)",93.265,"(1, 1, 1)",90.765,109.0,5/5,STRONG,
THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_OHMC,0.3073,0.2987,True,"(0, 0, 0)",92.818,"(0, 1, 1)",90.623,122.0,5/5,STRONG,
THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_R_f_hr_2,-0.0644,0.254,False,"(0, 0, 0)",92.781,"(1, 1, 1)",90.441,116.0,5/5,MODERATE,
THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_Rc_OG142_GN,-0.0067,0.0898,False,"(0, 0, 0)",93.09,"(1, 1, 1)",91.107,123.0,1/5,WEAK,
THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_Rc_OG144,0.1519,0.1047,True,"(0, 0, 0)",93.144,"(0, 1, 1)",90.476,113.0,5/5,STRONG,
THIN_Measure2_Thickness_after_grinding,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0445,0.2218,False,"(1, 0, 0)",92.98,"(1, 1, 1)",90.263,92.0,2/3,WEAK,
TOPSIN_ET_C100CapPARCAP,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.017,0.2168,False,"(0, 0, 0)",93.474,"(1, 1, 0)",90.349,113.0,1/5,WEAK,
TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_RF_Vg_max_Vd,TOPSIN_ET_DC_SMALL_Vdg_max,0.1276,0.0648,True,"(0, 0, 0)",92.89,"(1, 0, 1)",90.991,111.0,5/5,STRONG,
TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,TOPSIN_ET_OHMC,-0.2699,0.1714,True,"(0, 0, 0)",93.44,"(1, 1, 1)",90.963,128.0,5/5,STRONG,
TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,TOPSIN_ET_R_f_hr_2,0.1013,0.2954,False,"(0, 0, 0)",93.248,"(1, 0, 1)",90.379,101.0,2/5,WEAK,
TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,TOPSIN_ET_Rc_OG142_GN,-0.0472,0.1653,False,"(0, 0, 0)",93.471,"(1, 1, 0)",91.052,122.0,4/5,MODERATE,
TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,TOPSIN_ET_Rc_OG144,-0.0124,0.1008,False,"(0, 0, 0)",93.477,"(1, 1, 1)",90.685,121.0,4/5,MODERATE,
